0:0:0:0:0:0:0:1 - - [23/Nov/2016:08:31:24 +0100] "GET /vide/mapage.html HTTP/1.1" 404 1037
0:0:0:0:0:0:0:1 - - [23/Nov/2016:08:31:35 +0100] "GET /tp37/mapage.html HTTP/1.1" 200 209
0:0:0:0:0:0:0:1 - - [23/Nov/2016:08:32:14 +0100] "GET /tp37/mapage.jsp HTTP/1.1" 200 209
0:0:0:0:0:0:0:1 - - [23/Nov/2016:08:34:04 +0100] "GET /tp37/mapage.jsp HTTP/1.1" 200 141
0:0:0:0:0:0:0:1 - - [23/Nov/2016:08:34:04 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:08:35:00 +0100] "GET /tp37/mapage.jsp HTTP/1.1" 500 2959
0:0:0:0:0:0:0:1 - - [23/Nov/2016:08:35:00 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:08:35:32 +0100] "GET /tp37/mapage.jsp HTTP/1.1" 200 170
0:0:0:0:0:0:0:1 - - [23/Nov/2016:08:35:32 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:08:39:07 +0100] "GET /vide/mapage.jsp HTTP/1.1" 200 170
0:0:0:0:0:0:0:1 - - [23/Nov/2016:08:49:06 +0100] "GET /vide/mapage.jsp HTTP/1.1" 200 170
0:0:0:0:0:0:0:1 - - [23/Nov/2016:08:49:06 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:08:49:12 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 500 3174
0:0:0:0:0:0:0:1 - - [23/Nov/2016:08:49:57 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 500 2571
0:0:0:0:0:0:0:1 - - [23/Nov/2016:08:49:57 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:08:50:33 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 200 153
0:0:0:0:0:0:0:1 - - [23/Nov/2016:08:50:33 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:02:50 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 500 6374
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:02:50 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:03:12 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 500 4612
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:03:12 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:03:12 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 200 153
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:03:12 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:03:15 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 200 153
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:03:15 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:09:45 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 500 5140
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:09:45 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:10:07 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 500 4460
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:10:07 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:13:46 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 500 4424
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:13:46 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:14:40 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 500 4355
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:14:40 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:15:07 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 500 2612
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:15:07 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:15:20 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 200 690
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:15:20 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:15:36 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 200 780
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:15:36 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:16:05 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 200 780
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:16:05 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:27:53 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 200 789
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:27:53 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:31:19 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 200 829
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:31:19 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:31:21 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 200 829
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:31:21 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:31:21 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 200 829
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:31:21 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:33:25 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 500 3291
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:33:25 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:33:43 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 500 2590
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:33:43 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:34:09 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 200 828
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:34:09 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:09 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 200 828
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:09 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:09 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 200 828
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:09 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:10 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 200 828
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:10 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:10 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 200 828
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:10 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:11 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 200 828
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:11 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:11 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 200 828
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:11 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:12 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 200 828
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:12 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:12 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 200 828
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:12 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:13 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 200 829
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:13 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:13 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 200 829
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:13 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:14 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 200 829
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:14 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:14 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 200 829
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:14 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:15 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 200 829
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:15 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:15 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 200 829
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:15 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:16 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 200 829
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:16 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:16 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 200 829
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:16 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:18 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 200 829
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:18 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:18 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 200 829
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:18 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:19 +0100] "GET /vide/mapage_jsp.jsp HTTP/1.1" 200 829
0:0:0:0:0:0:0:1 - - [23/Nov/2016:09:35:19 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:10:21:59 +0100] "GET /vide/pileouface.jsp HTTP/1.1" 404 1043
0:0:0:0:0:0:0:1 - - [23/Nov/2016:10:22:09 +0100] "GET /vide/PileFace.jsp HTTP/1.1" 200 191
0:0:0:0:0:0:0:1 - - [23/Nov/2016:10:31:37 +0100] "GET /vide/PileFace.jsp HTTP/1.1" 200 329
0:0:0:0:0:0:0:1 - - [23/Nov/2016:10:31:37 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:10:37:05 +0100] "GET /vide/PileFace.jsp HTTP/1.1" 200 436
0:0:0:0:0:0:0:1 - - [23/Nov/2016:10:37:05 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:10:37:54 +0100] "GET /vide/PileFace.jsp HTTP/1.1" 200 474
0:0:0:0:0:0:0:1 - - [23/Nov/2016:10:37:54 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:10:37:55 +0100] "GET /vide/PileFace.jsp?coup=P HTTP/1.1" 200 474
0:0:0:0:0:0:0:1 - - [23/Nov/2016:10:37:56 +0100] "GET /vide/PileFace.jsp?coup=F HTTP/1.1" 200 474
0:0:0:0:0:0:0:1 - - [23/Nov/2016:10:37:58 +0100] "GET /vide/PileFace.jsp?coup=P HTTP/1.1" 200 474
0:0:0:0:0:0:0:1 - - [23/Nov/2016:10:39:49 +0100] "GET /vide/PileFace.jsp?coup=P HTTP/1.1" 200 475
0:0:0:0:0:0:0:1 - - [23/Nov/2016:10:39:49 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [23/Nov/2016:10:50:10 +0100] "GET /vide/PileFace.jsp?coup=P HTTP/1.1" 500 2749
0:0:0:0:0:0:0:1 - - [23/Nov/2016:10:50:10 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
172.18.48.156 - - [23/Nov/2016:10:50:20 +0100] "GET /vide/jeu.jsp?choix=F HTTP/1.1" 404 1029
172.18.48.156 - - [23/Nov/2016:10:50:20 +0100] "GET /favicon.ico HTTP/1.1" 200 21630
172.18.48.156 - - [23/Nov/2016:10:50:33 +0100] "GET /vide/PileFace.jsp HTTP/1.1" 500 2749
